,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
37,85.88437,14.0,32.059784,0.0,0.0,Office,3000,104570.0,0.0,HomeImp,121729.0,2.0
2865,304.24475,19.0,30.422005,0.0,0.0,Other,15900,68079.0,0.0,HomeImp,90212.0,
3781,178.53334,38.0,,0.0,0.0,ProfExe,20000,125000.0,0.0,DebtCon,162975.0,7.0
416,,,20.028353,,,,6600,74376.0,,DebtCon,84855.0,3.0
1213,67.38706,3.0,35.690193,0.0,0.0,Other,10100,32608.0,0.0,HomeImp,47377.0,9.0
3285,92.3,29.0,,2.0,3.0,ProfExe,17500,56647.0,7.0,DebtCon,78000.0,11.0
1359,11.963734,7.0,18.73209,0.0,0.0,Self,10600,80397.0,,HomeImp,203341.0,14.0
199,277.94455,14.0,23.644691,0.0,0.0,Other,5100,,1.0,DebtCon,28291.0,2.0
901,126.30984,26.0,33.758465,0.0,0.0,ProfExe,9000,75453.0,0.0,DebtCon,100646.0,3.0
3297,185.97823,21.0,36.494053,0.0,1.0,Other,17600,53707.0,0.0,DebtCon,80407.0,17.0
1650,104.011635,16.0,19.40846,1.0,0.0,Office,11800,21813.0,0.0,DebtCon,30436.0,5.0
2538,91.26667,10.0,,1.0,2.0,,15000,,1.0,DebtCon,,0.0
1561,96.29202,14.0,27.173233,0.0,0.0,Office,11400,55965.0,2.0,DebtCon,78051.0,6.0
3479,76.7947,15.0,32.74121,0.0,0.0,ProfExe,18400,68655.0,0.0,HomeImp,94322.0,8.0
4877,222.2422,24.0,42.93997,,,Mgr,25600,76383.0,5.0,DebtCon,103544.0,0.0
4709,159.58344,31.0,34.14587,0.0,0.0,ProfExe,24900,92168.0,0.0,HomeImp,143484.0,6.0
2516,,,,,,Office,15000,,,DebtCon,54869.0,8.0
5584,351.02576,20.0,40.17865,0.0,0.0,Mgr,36500,87683.0,0.0,DebtCon,131532.0,32.0
5526,67.83204,36.0,40.402706,0.0,0.0,Other,34400,97971.0,1.0,DebtCon,145124.0,13.0
402,115.36667,16.0,,5.0,2.0,Other,6500,13600.0,1.0,HomeImp,,14.0
3321,196.13194,15.0,37.92366,0.0,0.0,Office,17700,17480.0,0.0,,41055.0,1.0
537,68.03333,23.0,,0.0,0.0,ProfExe,7300,131000.0,2.0,DebtCon,197500.0,1.5
1893,,,38.438683,,,Other,12500,26286.0,,DebtCon,36002.0,2.0
975,41.807205,3.0,26.956697,0.0,0.0,ProfExe,9300,84900.0,1.0,DebtCon,105798.0,2.0
4335,190.24756,37.0,19.973955,0.0,1.0,ProfExe,22600,133264.0,0.0,DebtCon,172882.0,6.0
2678,,,26.98558,,,,15200,59745.0,,DebtCon,81269.0,8.0
5062,91.874214,31.0,38.497154,0.0,0.0,Other,27000,77910.0,2.0,DebtCon,117590.0,4.0
3632,214.03334,32.0,,0.0,0.0,Office,19000,165988.0,1.0,DebtCon,217000.0,13.0
1033,36.5,1.0,,0.0,0.0,Other,9500,,1.0,HomeImp,40000.0,10.0
5254,137.81332,28.0,42.080017,1.0,0.0,Office,28600,94165.0,0.0,DebtCon,130285.0,10.0
1623,125.36337,20.0,,1.0,0.0,Other,11700,51600.0,4.0,HomeImp,72399.0,15.0
1232,206.79918,16.0,40.569897,0.0,0.0,Other,10100,93085.0,3.0,DebtCon,110069.0,13.0
4149,230.24223,11.0,33.457382,1.0,0.0,Office,21600,45421.0,0.0,DebtCon,75632.0,2.0
3958,233.5953,13.0,42.62634,0.0,2.0,Other,20700,72698.0,1.0,DebtCon,96691.0,
1707,91.97035,19.0,50.173065,0.0,0.0,Other,12000,76345.0,1.0,HomeImp,89036.0,8.0
2708,276.92426,21.0,39.2446,0.0,0.0,ProfExe,15300,77069.0,2.0,DebtCon,104534.0,0.0
4034,,,39.67141,,,,21100,48624.0,,,83448.0,
5757,167.20836,4.0,39.28935,0.0,0.0,Self,43900,120527.0,0.0,DebtCon,174003.0,13.0
2988,238.461,27.0,22.206846,0.0,0.0,ProfExe,16400,57139.0,0.0,DebtCon,164133.0,21.0
4393,301.13846,27.0,36.78847,0.0,0.0,ProfExe,22900,191970.0,0.0,DebtCon,232998.0,3.0
4866,151.96935,27.0,33.15994,0.0,1.0,Mgr,25500,,0.0,DebtCon,121708.0,8.0
4952,140.5532,10.0,24.098267,0.0,0.0,Other,26100,20566.0,1.0,DebtCon,50534.0,24.0
117,100.77465,19.0,33.84092,0.0,0.0,Other,4100,,0.0,HomeImp,19132.0,0.0
5207,302.80325,23.0,36.390472,0.0,0.0,Office,28200,76011.0,0.0,DebtCon,129352.0,1.0
891,102.24647,15.0,26.20641,0.0,0.0,Office,8900,58839.0,2.0,DebtCon,81223.0,4.0
441,208.42084,19.0,19.333368,0.0,0.0,ProfExe,6800,138691.0,0.0,HomeImp,160063.0,12.0
3326,57.09066,10.0,40.85911,2.0,0.0,Other,17700,50886.0,1.0,HomeImp,106673.0,2.0
1778,35.53888,3.0,38.847595,0.0,0.0,Other,12100,67927.0,2.0,DebtCon,94126.0,2.0
5497,46.762905,6.0,34.98037,0.0,0.0,Mgr,33500,18804.0,0.0,DebtCon,43982.0,7.0
498,205.96666,19.0,,0.0,1.0,Other,7000,18000.0,1.0,DebtCon,25000.0,6.5
4913,190.99657,22.0,31.16239,2.0,0.0,Other,25900,,0.0,DebtCon,,20.0
3213,174.39613,21.0,34.538925,0.0,0.0,Office,17200,62108.0,1.0,DebtCon,,21.0
5891,102.550316,21.0,31.304268,0.0,0.0,Other,59200,43877.0,0.0,DebtCon,74768.0,5.0
5580,182.7289,22.0,37.40551,0.0,0.0,ProfExe,36500,141200.0,0.0,DebtCon,195729.0,23.0
5790,304.0581,13.0,31.571295,0.0,0.0,Office,47600,,0.0,HomeImp,86652.0,7.0
1141,326.13333,17.0,,3.0,0.0,Self,10000,,4.0,HomeImp,25010.0,5.0
1864,95.90213,32.0,41.244778,0.0,0.0,Other,12400,83018.0,2.0,DebtCon,96637.0,2.0
3615,140.68935,20.0,24.78815,0.0,0.0,Office,19000,130291.0,0.0,DebtCon,168187.0,3.0
3006,176.69875,25.0,43.02747,0.0,0.0,Office,16400,85601.0,1.0,HomeImp,100078.0,
385,133.10155,20.0,40.18812,0.0,0.0,ProfExe,6400,62746.0,0.0,DebtCon,75016.0,12.0
3466,122.86558,14.0,29.397593,0.0,0.0,ProfExe,18300,109192.0,0.0,DebtCon,139384.0,6.0
1398,129.732,22.0,38.042767,1.0,0.0,Other,10800,44355.0,0.0,HomeImp,57742.0,20.0
2711,93.37314,11.0,31.409185,0.0,0.0,Other,15400,32131.0,1.0,HomeImp,47338.0,9.0
1598,201.36992,29.0,35.795803,3.0,0.0,Office,11600,64143.0,3.0,DebtCon,78851.0,6.0
5039,236.06598,23.0,36.93932,0.0,0.0,Mgr,26600,128238.0,2.0,DebtCon,165316.0,1.0
2107,,,34.561832,,,,13300,80059.0,,,121790.0,
4578,322.78812,17.0,45.413177,0.0,0.0,Mgr,23900,140328.0,0.0,HomeImp,183533.0,8.0
567,158.26666,18.0,,3.0,0.0,ProfExe,7500,,2.0,HomeImp,51610.0,4.0
3416,218.01938,23.0,40.152145,0.0,0.0,Office,18000,107546.0,3.0,DebtCon,176314.0,6.0
5176,282.7597,32.0,38.266575,0.0,0.0,ProfExe,27900,73630.0,1.0,DebtCon,106757.0,11.0
5318,85.04575,34.0,26.349133,0.0,0.0,Mgr,30000,74975.0,0.0,DebtCon,118886.0,12.0
1022,222.0095,18.0,19.551243,0.0,0.0,ProfExe,9500,131394.0,0.0,HomeImp,162449.0,10.0
4476,128.23923,13.0,35.157646,0.0,0.0,Office,23400,64332.0,0.0,HomeImp,95770.0,13.0
2261,217.24213,25.0,40.827343,0.0,,ProfExe,13800,152441.0,3.0,DebtCon,184723.0,6.0
555,94.782234,17.0,42.80342,0.0,0.0,Sales,7400,71576.0,0.0,DebtCon,89068.0,0.0
3444,67.0,19.0,,0.0,0.0,Other,18200,4447.0,2.0,DebtCon,21510.0,
3076,103.47261,10.0,39.34965,,,Office,16700,67238.0,0.0,HomeImp,96535.0,7.0
5124,177.87148,17.0,39.97865,0.0,0.0,Self,27500,150666.0,0.0,HomeImp,192346.0,3.0
4926,209.08528,19.0,36.189476,1.0,0.0,Other,25800,137140.0,1.0,DebtCon,167096.0,7.0
355,63.117023,16.0,36.538746,1.0,,,6200,45787.0,,DebtCon,64854.0,4.0
340,350.43613,47.0,28.848276,0.0,0.0,Other,6100,79636.0,0.0,HomeImp,87276.0,20.0
3363,162.38956,19.0,29.96119,0.0,0.0,Office,17900,72501.0,3.0,DebtCon,94488.0,1.0
1890,107.7411,16.0,19.300854,1.0,0.0,Office,12500,17659.0,0.0,DebtCon,31843.0,7.0
1503,93.11035,8.0,40.76145,1.0,1.0,Other,11100,52900.0,,HomeImp,91741.0,
2692,129.86667,21.0,,0.0,0.0,Other,15300,101000.0,2.0,DebtCon,112500.0,1.0
4919,189.75536,19.0,24.874615,1.0,0.0,Other,25900,59575.0,0.0,DebtCon,85837.0,22.0
4979,195.84763,37.0,36.018497,0.0,0.0,ProfExe,26300,94916.0,2.0,DebtCon,127526.0,0.0
1435,177.08585,19.0,33.849094,0.0,0.0,Self,10900,116030.0,0.0,DebtCon,125179.0,6.0
2374,314.46835,8.0,27.60892,0.0,0.0,Other,14300,,0.0,HomeImp,41870.0,0.0
803,190.06187,15.0,38.375404,0.0,0.0,Office,8500,,0.0,HomeImp,27873.0,21.0
1432,,,37.104713,,,Other,10900,25061.0,,DebtCon,35792.0,3.0
1968,139.53084,24.0,37.53108,0.0,0.0,Office,12800,58592.0,0.0,DebtCon,87002.0,13.0
3011,99.19355,14.0,41.41563,0.0,0.0,Other,16500,44110.0,3.0,DebtCon,65748.0,7.0
1674,234.92961,28.0,28.391039,0.0,0.0,Office,11900,41009.0,0.0,DebtCon,68211.0,23.0
4135,267.8878,35.0,26.09217,2.0,0.0,ProfExe,21600,61797.0,0.0,DebtCon,109007.0,14.0
2421,259.7469,19.0,30.568714,0.0,0.0,Office,14600,15411.0,0.0,HomeImp,50493.0,24.0
4282,291.6187,35.0,27.705172,3.0,0.0,ProfExe,22300,60513.0,1.0,DebtCon,111713.0,15.0
969,102.163025,31.0,40.794636,0.0,0.0,Other,9300,79133.0,2.0,DebtCon,100033.0,3.0
5937,139.939,14.0,31.333685,1.0,0.0,,79200,21694.0,0.0,HomeImp,103143.0,26.0
3164,320.6,28.0,,5.0,0.0,ProfExe,17000,56800.0,4.0,DebtCon,82000.0,22.0
2091,94.6871,24.0,38.412758,0.0,0.0,Office,13200,58549.0,0.0,DebtCon,81381.0,13.0
3433,164.9096,20.0,29.01661,0.0,0.0,ProfExe,18100,32554.0,1.0,DebtCon,92419.0,8.0
5910,134.68091,11.0,43.568863,1.0,0.0,Office,65200,71061.0,0.0,HomeImp,141666.0,10.0
3412,202.9,22.0,,0.0,0.0,ProfExe,18000,124000.0,0.0,HomeImp,195000.0,13.0
4241,233.74846,27.0,41.523724,0.0,0.0,Other,22100,95351.0,1.0,DebtCon,117905.0,25.0
5204,115.56446,26.0,33.091682,0.0,0.0,ProfExe,28100,112564.0,2.0,DebtCon,162129.0,7.0
4720,112.96748,8.0,21.263805,0.0,0.0,Other,25000,,0.0,DebtCon,62619.0,26.0
3224,215.60754,15.0,38.318516,0.0,0.0,Office,17200,17234.0,0.0,,43310.0,1.0
4655,471.8875,55.0,31.337809,3.0,,ProfExe,24400,217533.0,,HomeImp,289931.0,6.0
2559,223.20306,19.0,,0.0,0.0,Mgr,15000,125000.0,0.0,DebtCon,154000.0,
2036,142.16667,37.0,,3.0,0.0,Other,13000,70000.0,0.0,DebtCon,90704.0,15.0
3810,216.06667,10.0,,1.0,0.0,Other,20000,14361.0,1.0,DebtCon,50000.0,
2937,207.15955,16.0,32.718086,0.0,1.0,ProfExe,16200,25329.0,2.0,DebtCon,37433.0,21.0
46,62.366665,10.0,,2.0,0.0,Mgr,3000,34542.0,0.0,HomeImp,45900.0,8.5
3570,122.16982,21.0,39.322315,0.0,0.0,Other,18800,110098.0,1.0,DebtCon,120662.0,0.0
3377,206.96666,13.0,,0.0,0.0,Office,18000,68000.0,2.0,DebtCon,98898.0,10.0
2810,211.80568,21.0,31.058372,0.0,0.0,Office,15700,58410.0,0.0,DebtCon,89082.0,29.0
11,122.53333,9.0,,1.0,0.0,Office,2000,20627.0,1.0,HomeImp,29800.0,11.0
1543,190.92093,16.0,28.086855,0.0,0.0,Mgr,11300,54984.0,1.0,DebtCon,63958.0,4.0
2913,76.077934,20.0,24.187933,0.0,2.0,Other,16100,76644.0,0.0,DebtCon,103192.0,5.0
5427,78.8136,7.0,16.727749,0.0,0.0,Other,31900,23517.0,0.0,DebtCon,47805.0,0.0
3408,,16.0,30.778168,0.0,0.0,Other,18000,161413.0,2.0,DebtCon,196860.0,7.0
186,178.6925,19.0,26.448198,,,Office,5000,44674.0,,HomeImp,59375.0,10.0
3583,198.87639,13.0,30.32993,0.0,0.0,ProfExe,18800,22782.0,0.0,HomeImp,60590.0,8.0
806,116.86345,18.0,30.052902,0.0,0.0,Mgr,8500,53459.0,0.0,DebtCon,62678.0,13.0
153,,,,,,Mgr,5000,100000.0,,HomeImp,129693.5,13.0
2628,119.67249,20.0,21.418228,0.0,0.0,Office,15100,68043.0,1.0,DebtCon,80686.0,4.0
59,183.29991,6.0,,1.0,0.0,Office,3400,37000.0,0.0,HomeImp,52000.0,2.0
5181,172.57959,16.0,40.135532,0.0,0.0,Self,27900,149359.0,1.0,HomeImp,192955.0,0.0
5171,264.60538,33.0,40.475792,0.0,0.0,ProfExe,27700,73148.0,0.0,DebtCon,101462.0,10.0
5805,197.9633,36.0,42.064278,0.0,0.0,Self,49900,45455.0,2.0,HomeImp,102971.0,9.0
446,341.46506,46.0,27.523247,0.0,0.0,Other,6800,76074.0,0.0,HomeImp,88178.0,22.0
2321,204.40944,12.0,28.364798,0.0,0.0,Other,14000,46541.0,1.0,DebtCon,64338.0,0.0
1034,86.43183,18.0,36.26033,2.0,0.0,Other,9600,62405.0,2.0,DebtCon,69459.0,0.0
1683,239.74336,22.0,33.776337,0.0,0.0,ProfExe,11900,201264.0,0.0,HomeImp,227295.0,10.0
5685,318.05545,18.0,15.0780115,0.0,0.0,Office,40900,14719.0,0.0,HomeImp,69488.0,
4105,169.01614,25.0,35.612026,0.0,0.0,Mgr,21400,96016.0,2.0,DebtCon,135783.0,14.0
227,197.24196,20.0,19.350506,0.0,0.0,Office,5300,50934.0,0.0,HomeImp,62957.0,21.0
3672,,,,,,Self,19300,152000.0,,HomeImp,182000.0,1.0
2429,122.11664,9.0,20.828766,0.0,0.0,Other,14600,28050.0,1.0,HomeImp,49244.0,9.0
5019,137.53888,37.0,42.57189,0.0,0.0,Sales,26600,84843.0,2.0,DebtCon,115850.0,2.0
4302,248.39323,23.0,40.962994,,,Mgr,22400,69774.0,5.0,DebtCon,107601.0,2.0
892,129.86667,36.0,,8.0,0.0,ProfExe,8900,60782.0,0.0,HomeImp,100000.0,14.0
4108,58.117462,19.0,42.492012,0.0,0.0,Other,21500,9579.0,2.0,DebtCon,30807.0,
5479,107.2949,37.0,41.441547,0.0,0.0,Mgr,33100,111917.0,2.0,DebtCon,156552.0,12.0
2970,245.53334,32.0,,0.0,0.0,ProfExe,16300,43500.0,3.0,DebtCon,69875.0,5.0
2295,,,24.37105,,,,13900,63831.0,,DebtCon,81378.0,9.0
302,250.56667,23.0,,6.0,0.0,Mgr,5900,106650.0,4.0,DebtCon,,1.0
5141,188.39374,19.0,26.833313,2.0,1.0,Other,27600,54328.0,1.0,DebtCon,94216.0,24.0
3789,135.96666,14.0,,0.0,0.0,Office,20000,61843.0,0.0,HomeImp,95595.0,14.0
352,164.8,28.0,,1.0,0.0,Other,6200,42100.0,1.0,DebtCon,57385.0,8.5
873,110.72313,22.0,28.289429,0.0,0.0,Mgr,8800,78953.0,0.0,DebtCon,93018.0,7.0
1244,104.835075,32.0,38.376114,0.0,0.0,Other,10200,84196.0,1.0,DebtCon,91642.0,1.0
3145,188.2476,13.0,29.628677,0.0,0.0,ProfExe,17000,26228.0,0.0,HomeImp,60979.0,7.0
2806,123.62445,25.0,37.560646,0.0,0.0,ProfExe,15700,81709.0,0.0,HomeImp,111127.0,4.0
435,112.13708,30.0,38.528633,0.0,0.0,Office,6700,29662.0,1.0,HomeImp,36195.0,1.0
4673,83.11199,15.0,29.855633,0.0,0.0,Other,24500,,1.0,HomeImp,35543.0,21.0
2770,278.6804,21.0,40.108257,0.0,0.0,ProfExe,15600,75701.0,2.0,DebtCon,106389.0,0.0
2033,188.8242,28.0,32.619503,2.0,0.0,ProfExe,13000,88614.0,0.0,HomeImp,116994.0,13.0
367,120.73333,8.0,,0.0,0.0,Self,6300,59793.0,0.0,DebtCon,98314.0,2.2
4886,185.11258,28.0,38.36889,0.0,0.0,ProfExe,25600,139746.0,1.0,HomeImp,210298.0,6.0
5507,334.5812,19.0,39.095566,0.0,0.0,Mgr,33700,83471.0,0.0,DebtCon,133221.0,29.0
4839,192.67169,14.0,35.75976,10.0,0.0,Other,25400,107343.0,1.0,DebtCon,192642.0,1.0
4066,276.17017,36.0,25.830883,3.0,0.0,ProfExe,21300,56729.0,1.0,DebtCon,114643.0,14.0
3397,108.53333,16.0,,0.0,0.0,,18000,56000.0,0.0,DebtCon,78000.0,4.0
5078,101.31292,26.0,31.124554,1.0,1.0,Other,27100,24494.0,1.0,DebtCon,77479.0,
5046,315.8189,23.0,38.32599,0.0,0.0,Office,26900,74982.0,0.0,DebtCon,126972.0,0.0
4296,276.2759,19.0,39.730194,0.0,0.0,ProfExe,22400,40605.0,0.0,DebtCon,76986.0,9.0
5323,288.33334,16.0,,,,Other,30000,32657.0,0.0,DebtCon,76000.0,
425,84.41703,17.0,23.642855,0.0,0.0,Other,6700,55113.0,0.0,HomeImp,56486.0,4.0
1759,276.38174,18.0,65.49525,0.0,0.0,Other,12000,48189.0,0.0,DebtCon,53969.0,5.0
817,,,14.392536,,,,8600,,,,47791.0,
4269,311.6591,20.0,29.910707,0.0,0.0,Other,22300,,3.0,HomeImp,136587.0,1.0
1379,186.7576,16.0,30.655745,0.0,0.0,Mgr,10600,48018.0,1.0,DebtCon,68963.0,2.0
2793,382.85883,71.0,38.228344,2.0,0.0,ProfExe,15700,149305.0,0.0,DebtCon,,25.0
5759,92.3,23.0,,2.0,0.0,Self,44000,68600.0,0.0,DebtCon,125000.0,5.0
1006,328.17813,38.0,34.15032,0.0,0.0,Office,9400,81546.0,2.0,HomeImp,119128.0,30.0
5446,69.19973,7.0,15.778196,0.0,0.0,Other,32300,23448.0,0.0,DebtCon,45557.0,0.0
2623,91.715294,18.0,39.070152,0.0,0.0,Other,15100,45351.0,9.0,DebtCon,65481.0,4.0
2712,174.89651,31.0,28.065592,0.0,0.0,ProfExe,15400,100848.0,2.0,HomeImp,129454.0,10.0
2343,123.663574,23.0,30.635347,0.0,0.0,Other,14200,84718.0,4.0,HomeImp,103804.0,21.0
3078,195.55232,16.0,31.058084,1.0,0.0,ProfExe,16700,29404.0,2.0,DebtCon,45209.0,20.0
1713,213.66667,15.0,,2.0,0.0,Other,12000,,1.0,HomeImp,,3.0
4765,301.3,46.0,,0.0,0.0,Self,25000,101250.0,4.0,DebtCon,135000.0,3.0
3375,83.86164,17.0,26.405666,0.0,0.0,Mgr,17900,68779.0,0.0,DebtCon,98623.0,1.0
2306,107.53333,15.0,,0.0,0.0,,14000,,0.0,,58407.0,8.0
2352,139.98398,20.0,43.79746,0.0,0.0,ProfExe,14200,100663.0,0.0,DebtCon,122021.0,0.0
3884,174.8921,64.0,40.54568,1.0,3.0,ProfExe,20300,66667.0,2.0,DebtCon,92158.0,9.0
2841,69.581345,21.0,24.108727,0.0,2.0,Other,15800,74575.0,0.0,DebtCon,95815.0,7.0
868,107.76667,3.0,,1.0,3.0,Other,8800,2800.0,4.0,HomeImp,18361.0,2.0
499,340.9,29.0,,0.0,2.0,ProfExe,7000,74500.0,0.0,HomeImp,81600.0,2.0
729,104.39651,7.0,36.91231,0.0,0.0,Other,8200,67489.0,0.0,HomeImp,80145.0,2.0
184,163.36667,16.0,,2.0,3.0,Other,5000,40000.0,1.0,HomeImp,32480.0,8.0
5930,115.763535,23.0,41.105568,0.0,0.0,Other,75400,,9.0,DebtCon,89609.0,1.0
2092,89.652534,16.0,18.105282,1.0,0.0,Office,13200,15346.0,0.0,DebtCon,30809.0,7.0
4974,92.577225,13.0,27.924002,,,Other,26300,,,DebtCon,45913.0,
3813,267.83334,23.0,,3.0,1.0,Other,20000,11000.0,1.0,DebtCon,75000.0,7.0
1769,159.87451,17.0,33.453728,2.0,,Sales,12100,90917.0,0.0,DebtCon,102400.0,11.0
5723,318.25546,18.0,15.652881,0.0,0.0,Office,42500,9898.0,0.0,HomeImp,65778.0,
4262,628.1581,24.0,20.496216,0.0,0.0,ProfExe,22200,57458.0,1.0,HomeImp,102195.0,18.0
2171,165.03027,35.0,30.44484,,,Other,13400,69612.0,,DebtCon,87728.0,3.0
3001,340.71167,49.0,36.003918,1.0,,Office,16400,89858.0,2.0,DebtCon,105796.0,29.0
3088,190.69331,20.0,35.894028,0.0,0.0,Office,16800,69284.0,1.0,DebtCon,,21.0
5604,148.13724,31.0,34.302975,0.0,0.0,ProfExe,37700,141260.0,0.0,HomeImp,205493.0,5.0
2598,135.93333,42.0,,3.0,8.0,Mgr,15000,16400.0,11.0,DebtCon,205950.0,10.0
3287,110.2309,15.0,41.51229,0.0,0.0,Other,17500,46636.0,3.0,DebtCon,72908.0,7.0
4059,106.83573,19.0,34.21669,0.0,0.0,ProfExe,21200,91759.0,0.0,DebtCon,95165.0,2.0
578,201.5,24.0,,1.0,0.0,Mgr,7500,80440.0,0.0,HomeImp,72920.0,8.0
5859,268.3858,14.0,42.402935,0.0,1.0,Other,52000,31305.0,7.0,HomeImp,83147.0,3.0
795,229.26666,32.0,,0.0,0.0,ProfExe,8500,55100.0,4.0,DebtCon,66900.0,15.0
2722,191.34422,19.0,21.364313,0.0,0.0,ProfExe,15400,58085.0,0.0,DebtCon,91192.0,10.0
4568,138.16736,13.0,38.561207,0.0,0.0,Office,23900,70694.0,0.0,HomeImp,95718.0,11.0
47,211.93333,25.0,,2.0,,Mgr,3000,58000.0,0.0,HomeImp,71500.0,10.0
4963,128.48326,18.0,27.83751,1.0,0.0,ProfExe,26300,87291.0,0.0,DebtCon,122531.0,10.0
902,120.43123,11.0,39.97549,3.0,,Mgr,9000,50170.0,2.0,DebtCon,64309.0,7.0
4028,90.425476,24.0,41.96625,1.0,2.0,ProfExe,21000,52411.0,3.0,,90031.0,5.0
3696,,,37.398315,,,,19500,51333.0,,,77732.0,
5765,216.10104,31.0,40.483517,1.0,,Other,44900,95410.0,4.0,DebtCon,157649.0,16.0
2442,257.04755,41.0,39.83208,,,Mgr,14700,99343.0,2.0,DebtCon,125821.0,5.0
404,97.29976,38.0,,0.0,1.0,Other,6500,48000.0,6.0,DebtCon,61000.0,1.0
412,,,23.47088,,,,6500,,,,70886.0,
4842,211.03334,27.0,,0.0,0.0,Other,25400,44800.0,1.0,DebtCon,78000.0,21.0
2891,366.26666,10.0,,0.0,0.0,Other,16000,16300.0,1.0,DebtCon,128200.0,10.0
1936,157.89244,35.0,41.65169,0.0,0.0,ProfExe,12700,61840.0,2.0,DebtCon,73541.0,1.0
5959,196.40364,23.0,42.98541,0.0,0.0,Other,43500,,0.0,HomeImp,855909.0,16.0
3227,101.32558,9.0,27.975935,0.0,0.0,,17300,40280.0,2.0,DebtCon,66319.0,4.0
5079,92.51403,15.0,29.741909,0.0,0.0,Other,27100,,2.0,HomeImp,31681.0,23.0
1600,178.09322,29.0,21.334652,2.0,6.0,ProfExe,11600,44623.0,0.0,HomeImp,,13.0
409,242.46666,38.0,,0.0,0.0,Office,6500,70300.0,1.0,DebtCon,107500.0,1.0
4680,318.54617,42.0,,0.0,1.0,ProfExe,24600,75636.0,3.0,DebtCon,112956.0,1.0
5027,126.70732,19.0,27.056726,1.0,0.0,ProfExe,26700,81968.0,0.0,DebtCon,114647.0,10.0
801,264.40802,29.0,37.976757,0.0,0.0,Other,8500,49266.0,3.0,DebtCon,64461.0,22.0
4859,308.9582,31.0,34.357864,0.0,1.0,Sales,25500,113204.0,1.0,DebtCon,184561.0,17.0
5771,170.65222,5.0,37.73075,0.0,0.0,Self,45700,118247.0,0.0,DebtCon,174711.0,11.0
1842,125.50405,35.0,29.293344,0.0,0.0,Sales,12300,68024.0,0.0,DebtCon,78800.0,7.0
4609,36.5,12.0,,4.0,0.0,Mgr,24100,30951.0,0.0,DebtCon,58000.0,11.0
2209,111.00782,15.0,38.773136,0.0,0.0,Other,13600,39997.0,2.0,DebtCon,56571.0,6.0
4762,160.3,32.0,,1.0,0.0,Other,25000,123184.0,1.0,DebtCon,200000.0,12.0
3389,219.16667,24.0,,0.0,0.0,Office,18000,105000.0,4.0,DebtCon,172500.0,6.0
3086,77.03333,43.0,,1.0,2.0,Sales,16800,44983.0,6.0,DebtCon,65000.0,4.0
4466,320.92343,16.0,44.75296,0.0,0.0,Mgr,23300,143821.0,0.0,HomeImp,177028.0,8.0
4252,257.84573,6.0,24.526003,0.0,0.0,Other,22100,36084.0,0.0,HomeImp,84734.0,25.0
1796,427.92358,43.0,30.182123,0.0,0.0,ProfExe,12200,136866.0,0.0,HomeImp,162906.0,4.0
579,153.26666,16.0,,0.0,0.0,Other,7500,60000.0,2.0,HomeImp,87830.0,5.0
267,117.499596,12.0,38.750565,0.0,0.0,Office,5700,100934.0,0.0,HomeImp,111496.0,23.0
127,61.8,17.0,,0.0,0.0,ProfExe,4700,49100.0,2.0,HomeImp,58238.0,0.1
5849,252.98508,32.0,39.351894,0.0,0.0,ProfExe,51100,178810.0,2.0,DebtCon,252724.0,6.0
2010,407.26117,12.0,22.839079,2.0,0.0,ProfExe,12900,19688.0,0.0,DebtCon,77998.0,20.0
3746,,,39.313877,,,,19900,45748.0,,,82516.0,
1044,219.74205,36.0,25.439463,3.0,0.0,Other,9600,56224.0,0.0,DebtCon,60260.0,15.0
1539,176.913,24.0,38.54444,2.0,1.0,Other,11300,56651.0,1.0,HomeImp,71353.0,29.0
170,,,,,,,5000,70470.0,,DebtCon,77908.0,5.0
5163,95.043076,13.0,20.209038,,1.0,Other,27700,,,DebtCon,42515.0,11.0
4910,109.21116,22.0,31.809086,0.0,0.0,Other,25900,42105.0,3.0,DebtCon,73249.0,2.0
3870,105.2193,28.0,52.73486,0.0,0.0,Office,20200,82181.0,3.0,DebtCon,119535.0,41.0
1273,85.010056,14.0,27.76944,0.0,0.0,Office,10300,58572.0,2.0,DebtCon,75946.0,5.0
3599,201.30237,17.0,27.527502,0.0,0.0,Other,18900,123206.0,0.0,DebtCon,205608.0,4.0
2231,176.95253,27.0,34.596836,0.0,0.0,Other,13700,95065.0,0.0,DebtCon,123858.0,9.0
2603,122.73333,19.0,,5.0,0.0,Mgr,15000,82000.0,10.0,DebtCon,130000.0,18.0
667,,,,,,Other,8000,79200.0,,HomeImp,116500.0,8.0
2673,335.8413,41.0,37.982544,1.0,1.0,ProfExe,15200,77636.0,,DebtCon,95682.0,10.0
3231,247.36057,30.0,36.536434,0.0,0.0,Mgr,17300,79412.0,4.0,DebtCon,114906.0,17.0
4829,79.16326,14.0,27.179226,0.0,0.0,Other,25300,,2.0,HomeImp,33975.0,23.0
5246,92.86699,13.0,21.901855,,1.0,Other,28500,,,DebtCon,41763.0,12.0
1054,81.22945,11.0,29.037575,0.0,0.0,Other,9700,45907.0,0.0,DebtCon,57507.0,6.0
5529,182.06847,21.0,32.710205,0.0,0.0,Mgr,34600,169960.0,2.0,DebtCon,224716.0,2.0
